Report generated on: 11-25-2024 12:36:05
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"","energy consumption per GDP (1000 Btu/2015$ GDP PPP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.47-34-CAF-TBTUUSDPP.A","        Central African Republic","0","0","0","0","0","0","0","0","0","0","1.0907725588567103","1.1390097817288012","1.1024308539855734","1.2217594555043465","1.2218625805450951","1.1627761553716742","1.3237176308581788","1.2461561797885254","1.1901110649815785","1.1234056191295598","1.0575234131171785","1.0820691756156948","1.0778715306442486","1.0808471318787713","1.0703107785332038","1.0340278819984399","1.0251886558401997","0.9838684977001703","0.7387655797465201","0.6888058185018381","0.6751842983986684","0.7084999318066026","0.6930275432339202","0.7520181238973569","0.8480430446787016","1.0999159363740796","1.1221714189047034","1.1031048185074213","1.0960192229369312","1.0860992072394227","1.0327068368161452","1.1333570965739608","1.1596974522525525"
"INTL.47-34-TCD-TBTUUSDPP.A","        Chad","0","0","0","0","0","0","0","0","0.49990568213442377","0.5383278197438451","1.09272462590407","1.0293620039081217","1.0089785186521703","0.4927874548783316","0.5096673857022014","0.5026373970982275","0.49345989268679347","0.5045328919167806","0.47188938439700434","0.4742622240130288","0.6222398669337698","0.5355478167294584","0.4871866261426578","0.4213670145688649","0.3321102129444947","0.3312334837733763","0.3347045852067354","0.30721271736061956","0.31145842297895954","0.3047830892248024","0.28790344980804333","0.4031653751153755","0.6278465227779759","0.6033470469644543","0.5745071497097126","0.5604099553171703","0.579153741764639","0.9368670556224649","0.9363109809802266","0.9379895115270419","0.8040669928294205","1.0922723083213037","1.0893573198683417"
"INTL.47-34-CHL-TBTUUSDPP.A","        Chile","4.682137226753031","4.3788502913051","4.204188617252707","4.254338461692043","4.143937371249646","3.7528597472521343","3.5432785674934753","3.440674700583274","3.662559435741229","3.88782645013792","4.166858544204133","3.7950905677006284","3.6630914722401533","3.681856511857389","3.802892638054706","3.7112179210654097","3.8198151476181446","4.002547745704491","3.894597863357894","4.188356065055967","3.8591142283653213","3.850722291627993","3.919732100851482","3.8941248203562657","3.987749236778402","3.8737808973860557","3.6741509771929675","3.5901732408650764","3.513658173143814","3.4528238198626466","3.339285081781554","3.3752239242309847","3.15475020976655","3.1968535553383175","3.0176904593617127","3.055878246761395","3.1671494347466167","3.2037619282849823","3.1621130630857825","3.188901979074175","3.1802745027771295","3.1024317596648734","2.9305499243670394"
"INTL.47-34-CHN-TBTUUSDPP.A","        China","27.321634812216118","25.721268454085912","24.760739726267555","23.794170999456657","22.426453408615764","20.89023788915428","19.708286455760994","18.59857261684665","17.85776452830857","17.188945575309724","16.541103211926288","15.328260088237982","14.049210504351088","13.256966437245103","12.594446511830968","12.210279970164166","11.669054853662729","10.13101254846356","9.642647523679713","9.300365630413431","9.128404432723054","8.774186817612305","8.629994349368133","9.141660040360165","10.004576658009833","10.073353878055308","9.881171071654432","9.31124398985222","8.825249095426166","8.731771016153248","8.769868310098072","8.777090570840983","8.657821836403391","8.286607825425433","7.776653307228631","7.21462067537037","6.7645226881857745","6.499712190886127","6.290292103814942","6.106803544563505","6.148302703735171","5.924714008522449","6.5909025570659265"
"INTL.47-34-COL-TBTUUSDPP.A","        Colombia","0","0","0","0","0","0","0","0","3.010411222164101","3.04592918236391","2.875663425244458","2.8338367351184135","2.8670656273948554","2.8941020478931523","2.845441801584306","2.750089235550093","2.85393057454184","2.898319185750452","2.9464197787703728","2.872904613235115","2.8514872856004523","2.7971182091057596","2.7211250358166237","2.6018177609812274","2.5391370044623076","2.4103694863913603","2.360525573192974","2.1976869599208584","2.0933886273886704","2.114132204687885","2.076746414759644","2.1677826857596116","2.221890799872791","2.177192329780451","2.2600283756561623","2.1567248645105033","2.158658462180713","2.0360060438192424","1.9925258009824576","2.0089625489290843","1.8669445542904384","1.7239895136099177","1.7568997118010254"
"INTL.47-34-COM-TBTUUSDPP.A","        Comoros","0","0","0","0","0","0","0","0","0.666808350263352","0.6876488991395695","0.7762034135484568","0.7914860408693185","0.7307461973838189","0.7079896800127959","0.7474303011189297","0.7208851226642976","0.7323038184886946","0.7025140478713505","0.8475401291735988","0.8315519350253664","1.0531915973580699","1.0744411145926167","1.0523443888535615","1.3166092257164081","1.4158788573835186","1.3217032426185633","1.502135704870539","0.978083276288483","0.9595132818099953","1.1378034938934116","1.3054719710068154","1.1245175385002784","1.1405131916062659","1.3074291184871576","1.1431474794134968","1.219954572029547","1.385424135948225","1.7152624773358103","1.8008447310643243","1.9078558498860338","1.8247134505697864","2.078158061568101","2.093504749299033"
"INTL.47-34-COG-TBTUUSDPP.A","        Congo-Brazzaville","0","0","0","0","0","0","0","0","1.269763377645174","1.4264885868611548","1.566382377938094","1.3639157264263426","1.2767390680220552","1.1519182341770755","1.1187311557616535","1.0867668876729033","1.0676733147445463","1.0533310027430707","0.9423042886975248","0.8367741648469867","0.818769753583277","1.0787245609689364","0.9273241601844568","1.1235873546919508","1.2136157206085258","1.5445361369451438","1.7290602824782237","2.333518996677382","2.502168178736237","2.768277594537583","3.438132834676212","3.953373752147446","3.6456844182747834","4.7201626745065655","4.204424876736283","4.194630318778714","4.372186024886783","3.363175260054343","3.198842493715052","2.6040454186063777","2.3054319280180877","2.3097446635589804","2.3263054411830164"
"INTL.47-34-COD-TBTUUSDPP.A","        Congo-Kinshasa","0","0","0","0","0","0","0","0","1.1616515575256332","1.157003039980771","1.1902312637132224","1.197800287692707","1.450597940538331","1.6672835408508127","1.437619440562185","1.4977662344131513","1.5809838039363295","1.6105141886117798","1.550773387282963","1.7189838850168466","1.013549534088189","0.9821684398499329","1.017093713961108","1.050430372837886","1.1188620341948876","1.195813293862709","1.2578406610897959","1.2152294512124304","1.0759940920661837","0.9740011674738503","1.1072320869312193","1.202863634757938","1.1671205792937174","1.3834431464945327","1.6065912315639232","1.0805405967003585","0.9060308984885157","0.9308122658640628","0.9369504506029007","0.931566065313636","0.9142695178356394","1.0169260874488446","0.9517891927874165"
"INTL.47-34-COK-TBTUUSDPP.A","        Cook Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.47-34-CRI-TBTUUSDPP.A","        Costa Rica","0","0","0","0","0","0","0","0","1.9381403657187075","1.988564899007897","1.853190565031563","1.9055466271034525","2.131771510315604","2.1665003382002372","2.113052591521675","2.1506606483431194","2.0865481088359377","2.139047789819752","2.152759567322654","2.310762385700911","2.2226803738343692","2.1860296077379218","2.1969345107771483","2.2023108926421666","2.1118030877220786","2.1581616681877516","2.127248229764861","2.11168485763174","2.0098977574590666","1.9592651937838204","1.8978888481347544","1.8334379860356707","1.7681035856833633","1.7620760923182641","1.7428131837336478","1.6950188961884345","1.7196729252973482","1.7042101430392305","1.720641894293107","1.7549417362754265","1.5594812644703504","1.593638188509803","1.5949045744365002"
"INTL.47-34-CIV-TBTUUSDPP.A","        Cote d'Ivoire","0","0","0","0","0","0","0","0","1.4812053493670339","1.4385447661684392","1.224979596114009","1.0176086463640854","1.0119840375479716","1.1530006336019405","1.1599751259243551","1.125161255543746","1.266446076710462","1.2201096429199372","1.2231530519918412","1.5574930131642597","1.6003626976019167","1.57529421427486","1.5630573547914979","1.4033256402622183","1.521163119352763","1.7066429664116392","1.4118862550209639","1.4710583958950112","1.5844372557293476","1.47213894221658","1.5198181995498046","1.4549263160253016","1.6429638952862589","1.6890120066667682","1.6273769093315893","1.5222694011721496","1.6190547752343778","1.4724328778108076","1.367254053022877","1.382428197239042","1.3495383996428232","1.338025192750535","1.3661295760264323"
"INTL.47-34-HRV-TBTUUSDPP.A","        Croatia","--","--","--","--","--","--","--","--","--","--","--","--","4.353380426738705","4.795348639631448","4.810393391527281","4.801621240210086","4.262683549094798","4.314272646606149","4.466789176009824","4.441485551439697","4.2650282457044435","4.240564543852252","4.034467276066988","4.261650193128054","3.9161401070281534","3.8084623315947996","3.6570927090804553","3.5587028163805523","3.4706320507600075","3.5375987430372895","3.4754846535468533","3.3052667386380015","3.387912081674901","3.175018534478539","3.0019656024615875","2.9783612945839044","2.9225812309599255","2.9400221764297605","2.9118574173172385","2.847237555643149","2.886986711619458","2.7248729058853094","2.432528460514519"
"INTL.47-34-CUB-TBTUUSDPP.A","        Cuba","0","0","0","0","0","0","0","0","5.628985709721573","5.700596911734593","5.749148151661317","5.989477743267029","6.0289428180245555","6.921699259207562","6.951170605257577","6.914129275928845","6.609591422550931","7.075167586719819","6.7224289874617815","5.475408196846155","5.000505723631785","4.4634601372106175","4.4509369028583","4.351137245397789","4.168551337318135","3.689964264927286","3.207677930072926","3.018890931890212","3.316531671907437","3.2934229279917053","3.6582471695214545","3.195497536337664","3.3755260702305923","3.152163135558294","3.17758559492553","3.051979555460078","2.3663834244075264","2.472966318118139","2.5307963114146013","2.4751603900601573","2.602570964152914","2.5680413921657945","2.64500630864067"
"INTL.47-34-CYP-TBTUUSDPP.A","        Cyprus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.290375816062857","5.149086506736956","5.130333182644982","5.199931182868978","5.273344840653293","5.2125878871485085","5.032784887261415","4.8100640273412685","5.048522243038468","4.325195453814204","4.562568278269654","4.519580020729282","4.422138547287417","4.4257322354496615","4.360338079571073","4.092464926288144","4.0406192800100404","3.9348865837262994","3.7481399699372644","3.8551912888476894","3.810751441170852","3.918580294772497","3.7667945860829173","3.579981813470264","3.423765620856457","3.0281455609511965","2.617400563835618","2.5835708925853837"
"INTL.47-34-CZE-TBTUUSDPP.A","        Czechia","--","--","--","--","--","--","--","--","--","--","--","--","--","8.253753953113732","7.753379128904823","7.4827946266939","7.524907197655369","7.458954918623536","7.1618443054312735","6.625980309123404","6.803662544406702","6.7446836776718415","6.640639382157659","6.8725959522754145","6.703656051838764","6.225305851902887","5.859139547804952","5.528685783611821","5.346050128307833","5.3452572470839606","5.3523516723128735","5.190566764525588","5.207873573173787","5.068195035359708","4.957786866060877","4.6889725722997175","4.481358616313426","4.5345056325705215","4.3726999175165195","4.1431702851805055","4.04644127616376","4.107527341015011","3.8891290040137596"
"INTL.47-34-DNK-TBTUUSDPP.A","        Denmark","5.646393714476862","4.830653326771707","4.6919425234969605","4.38686687351603","4.2563454474028655","4.511314239829181","4.435401673599206","4.45325938023338","4.194474954961101","3.9446245243854174","3.9913610820698326","4.28870355430936","4.0310280639063985","4.231254077162261","4.255528492007089","4.173478034191061","4.502810900519726","4.104924724274577","3.8887611124883175","3.6968769921802234","3.442338767547244","3.4533387587300544","3.2956692313337927","3.417058531018557","3.1965464481473225","3.0465086771629264","3.1503715874185314","3.0113710553084374","2.9112143956575958","2.8765100111494197","2.953865653215566","2.721255970755705","2.567770583881391","2.5544737165064166","2.382922163028867","2.2851886541817885","2.287737299813458","2.187074687997489","2.145679453642984","2.070467960225211","1.8641063395884032","1.834716539452221","1.8010251134511284"
"INTL.47-34-DJI-TBTUUSDPP.A","        Djibouti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.293224297490964","3.414329621527162","2.8003572831355132","2.4990607533863436","2.1450372133399744","2.1468799884672722","1.868786076799937","1.7680055929924354","1.7746536449998824","1.7663135875836535"
"INTL.47-34-DMA-TBTUUSDPP.A","        Dominica","0","0","0","0","0","0","0","0","1.6134176953265984","1.6131336783936834","1.5302188367156082","1.5098694031535516","1.482939934092942","1.4485283895050187","1.8892774054889954","2.30441906851014","2.2408539608323323","2.194062697553487","2.1534144290049126","2.1737228218204883","2.535539048941854","2.7892900155168294","2.6611675689326","2.840328352875882","3.274473338847099","3.17100343718448","3.0236348818008403","3.536516118323093","2.9640286153097715","3.0215179816289175","3.1477778936551255","3.104546191034349","3.0835049586945464","3.0314760597932824","3.0507685455342384","3.3097962137218784","3.293118254768143","3.3496433242740116","3.363691025072323","3.10048496075966","3.224598886128509","3.281783751286483","3.250728053854088"
"INTL.47-34-DOM-TBTUUSDPP.A","        Dominican Republic","0","0","0","0","0","0","0","0","3.0399089544052313","2.866938816595773","3.3142599771843266","3.1437389801784357","3.0526209711861996","2.5825897648442693","2.8407822713616087","2.9030657762403465","2.9198013084584358","2.8884429612734808","2.789539568094709","2.9429031114762516","3.9201104077601","3.746096250698214","3.7300178463645826","3.3986444248110352","3.0820061306312887","3.0896648049025","2.798843051100277","2.6587833269346888","2.5803208315876156","2.520768467557822","2.445235677121111","2.326646339324579","2.5081077391195814","2.264663499858459","2.051576931771718","2.1487167304292276","2.1230694575906925","1.9767547155127372","2.062061704755067","2.1383697301083653","1.9849522531224415","1.9757150953838374","1.9709267484085262"
"INTL.47-34-ECU-TBTUUSDPP.A","        Ecuador","0","0","0","0","0","0","0","0","2.9856733578982766","2.8859629955587245","3.0188192866667336","3.0320394795985646","3.394999844618186","3.195855157503311","3.3010338327670232","3.2922483751447786","3.4209438474215146","3.390648112061673","3.418346548435749","3.4244951303576885","3.5102869252489506","3.6445694770183237","3.5290093570533876","3.595851394287366","3.69034115078662","3.770107949941697","3.781382352585956","3.8316192095550545","3.7251233556083387","3.920900209685772","3.9568358312887013","3.675440347937158","3.6004647418476954","3.4765391374987504","3.638641539769049","3.4774584710007077","3.3911810103611537","3.1330253464159736","3.2767308649556095","3.234980569575966","2.977577487153339","2.7829731566990805","2.7393194901618076"
"INTL.47-34-EGY-TBTUUSDPP.A","        Egypt","3.0728930122030955","3.362681110398266","3.4257423054795577","3.7871845420265515","3.7930590931659434","3.842212766520734","3.7363168944532243","3.743544140727248","3.549421344253928","3.478631003289399","3.5296626688420085","3.4622959867020104","3.3508467757015596","3.415476027107698","3.4501724027665923","3.3732831703989827","3.47908914284304","3.4139980929616516","3.3406736390915612","3.1874461937517102","3.1605248312726917","3.4300622545339032","3.3277959972995794","3.5070300958274743","3.6549130502340685","3.625904959295235","3.597152893892076","3.5458740466101784","3.4798501229335694","3.50247183725095","3.458233744423639","3.6060552193496926","3.644070221585144","3.5449415434475045","3.3660834339445365","3.2410751384964334","3.1533023617107707","3.201022265971249","3.0967766677499147","2.9221975124201327","2.601254157059077","2.7362688633835517","2.621511709060926"
"INTL.47-34-SLV-TBTUUSDPP.A","        El Salvador","0","0","0","0","0","0","0","0","1.8509114608046424","1.8098649513985987","1.5669272207900617","1.672952384700444","1.789607774465709","1.7258049255688765","1.8231891809882","2.1866454904180053","2.1429807249169577","2.1461358169405313","2.4167426307402367","2.452353490817491","2.4933643191047232","2.473819952382639","2.5451001136935467","2.6309007037862266","2.619292533703936","2.590508369275423","2.5861726510743845","2.645493716781791","2.463525790113965","2.4943305055733713","2.4604388510229356","2.3825286051428956","2.3758100059069958","2.2569985667503576","2.292597599689408","2.389761764236541","2.3635916070306995","2.2378467117159273","2.3884771396815188","2.596788322062113","2.473598939879604","2.4712237195271034","2.677984707593269"
"INTL.47-34-GNQ-TBTUUSDPP.A","        Equatorial Guinea","0","0","0","0","0","0","0","0","2.8487133602891332","4.569349803750007","4.651144066455498","4.699180299871085","3.4967549811491647","3.1409109252454472","2.692158218677981","2.291326170461782","1.3792650684623606","0.6193417012590718","0.691332182245777","0.5501467521770376","1.9138048705167139","0.6619377624639571","8.578742490752392","8.15738341770197","1.1961994078922764","3.7390951721699954","4.242280026827787","4.070825123146907","3.4153841654596486","3.571601268792462","3.771618939960424","3.8069957534116794","3.4082026670493533","3.6344046011388382","3.379133982367296","3.295567445903924","3.5689815664990214","4.27124556943276","4.121271384395599","4.25093317289984","2.8969480961080625","3.222407194237036","3.2749857243327054"
"INTL.47-34-ERI-TBTUUSDPP.A","        Eritrea","--","--","--","--","--","--","--","--","--","--","--","--","--","--","3.6635648720131306","4.101492338113451","3.8413033952642066","3.5974733423253755","3.7467858061684396","3.8817901518698585","2.2708848659862837","2.2875941886885975","2.024848780162867","2.493475028581901","2.676793693834707","2.61126254632092","1.8116266310929185","1.834235995664449","1.6222381217229958","1.7486933756393035","1.5726769655348456","1.2747263220065899","1.3300073093270053","1.5153032727875075","1.2087540916036976","1.5108492998084706","1.4321573802601226","1.7482582211028797","1.7633898764194302","1.8438135592027798","1.773147252378136","1.4654457802181156","1.4735252775221386"
"INTL.47-34-EST-TBTUUSDPP.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","6.6678096936643225","5.781713779379679","5.499975904101894","4.5973120635799765","4.807109112586224","4.6317888707776","5.319493399173103","4.133360881948145","3.5724808949753952","3.8263678127682716","2.9564868967117635","2.6649253675426774","2.7512732654365055","2.5873312173877565","2.5878900108026874","2.350367117476629","2.549435523464705","2.6174963052569677","2.432971114557144","2.174700231777646","2.6246933743004957","2.388212419586978","2.2008255236571035","2.243336539905644","2.133966565860365","2.0785772534621145","2.105598174488159","2.156218057874995","2.408070028420587","2.195718224370485","2.0463734263774853"
"INTL.47-34-SWZ-TBTUUSDPP.A","        Eswatini","0","0","0","0","0","0","0","0","3.0593776637808956","2.8860299577139354","2.4069478121743506","2.3462747892723437","2.2234105721871775","2.149378918807148","2.8008687335629427","2.6027757425264113","2.3837331894048064","2.3858590499839045","2.941171036424907","2.921266144345454","3.886474591316503","3.918149686261343","3.7951080756177227","3.47492584970749","3.2065946818914894","3.053845725024984","3.047842005468308","3.007201883090636","2.901646630763191","2.6991613573735016","2.5114671561025212","2.25561975997263","2.0652643877769097","1.9206427126752568","1.9689364831623364","1.9792933091527407","2.0384292785558853","2.0718474116061585","2.112260621107757","2.0971613288293116","2.0645565724494856","1.9967787865076174","1.8358389531992445"
"INTL.47-34-ETH-TBTUUSDPP.A","        Ethiopia","0","0","0","0","0","0","0","0","1.274686411187825","1.3443517104153997","1.3210494711828864","1.1983937316554933","1.8532947321449929","1.532055884278413","1.0298463926690669","1.0457515177784285","0.7274273715637359","0.7082317708119554","1.0269019920595992","1.2011421958851145","1.2191938230841164","1.1945039508003374","1.2182323791361198","1.3373436786822348","1.253459765606232","1.2960330301373753","1.2716268730268963","1.2826360504790257","1.2309822132141066","1.164600368089318","1.084680679809157","1.0657541853990224","1.0765458783215127","1.1411325680788715","1.188258017505973","1.1308526515102457","1.1900067149384603","1.0852116104057756","1.10554732110363","1.224307838445258","1.1107779646721823","1.068916469488883","1.0547357235111179"
"INTL.47-34-FLK-TBTUUSDPP.A","        Falkland Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.47-34-FRO-TBTUUSDPP.A","        Faroe Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.47-34-FJI-TBTUUSDPP.A","        Fiji","0","0","0","0","0","0","0","0","2.3591874651055984","2.566656076743161","2.5474101823456374","2.229975019421625","2.2328123998379827","2.3322330717390716","2.271197810266775","2.395412699259991","2.3483888379704294","2.396285541802431","2.296718898981287","2.294452071857056","3.13385998172673","3.173366184413599","2.538356041702821","2.8955070064826485","3.6900405421533513","3.1248869562344646","3.3730974628401076","3.1311569431064648","2.323759320129553","2.01985417839585","2.8372157855446862","2.038822651738233","2.00590831926513","2.0440259321766843","2.1118426384417766","2.13460951231928","2.0075323550224655","2.0733961515993387","2.1014626915353776","2.156186702919337","2.4783930370208287","1.9776199317225132","1.7225693710441063"
"INTL.47-34-FIN-TBTUUSDPP.A","        Finland","7.772624233715787","7.180916440219829","6.802294151736557","6.524618806844686","6.691626762452202","6.641070754006153","6.669581422680429","6.91027873101772","6.571603394535237","6.305076089929308","6.821316633363608","7.219065625687993","7.413836463096265","7.482861861745884","7.654952750819177","6.919088113940864","6.823412232391798","6.54512710391201","6.409801480040414","6.153666183012544","5.837829899576485","5.80923560551018","5.849509154410142","6.0601537323692405","5.784726075593449","5.3003820072965135","5.4588556598350255","5.135200640723599","4.892131392544662","5.015623304277755","5.21319557656386","4.85535279021708","4.767373379483517","4.941744617721699","4.795068145693152","4.6291213616471145","4.6356853584291215","4.4258231781737445","4.443219181704692","4.341422867391112","4.086318517150664","4.102265522152842","3.9168995986991706"
"INTL.47-34-CSK-TBTUUSDPP.A","        Former Czechoslovakia","0","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.47-34-SCG-TBTUUSDPP.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.47-34-SUN-TBTUUSDPP.A","        Former U.S.S.R.","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.47-34-YUG-TBTUUSDPP.A","        Former Yugoslavia","0","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.47-34-FRA-TBTUUSDPP.A","        France","5.761397952275909","5.427286703536258","5.125638075146928","5.121841732573528","5.190612034645181","5.2401184956768825","5.2150969445927835","5.125602616263472","4.949600566302611","4.935865472394936","4.883502819765586","5.137257513815585","5.0772335560082285","5.084830352471997","4.91047749369749","4.9552855797185735","5.089605909564995","4.941509082431108","4.857424033491034","4.732664072974252","4.625012914933263","4.614747714364182","4.584769472441594","4.5779589125867135","4.542030057313503","4.52079765000106","4.388212476252734","4.194208921763845","4.198995669140641","4.087706865083804","4.089188652808196","3.948642475720986","3.868826975892136","3.85245673305313","3.652956532660748","3.6428347900858506","3.5563890505157607","3.490607965931095","3.418308556491438","3.2943450306248825","3.154946928866431","3.185281313412877","2.816780296604159"
"INTL.47-34-GUF-TBTUUSDPP.A","        French Guiana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.47-34-PYF-TBTUUSDPP.A","        French Polynesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.47-34-GAB-TBTUUSDPP.A","        Gabon","0","0","0","0","0","0","0","0","2.1301437447477407","2.504475637433015","2.338981494823227","2.271922051794969","2.417238320401225","2.190918887676732","2.1615628304411394","1.8965856928063278","1.926165191279416","1.9162732260717998","1.8022642469277974","2.32057745669021","1.7506846832567022","1.8399686220223257","1.8366981937930298","1.7493231174951462","1.7831760785526187","1.9052626226266456","1.9779656120996116","1.8971813172057965","1.9796307842623668","1.941180344182335","2.1674440878221635","2.0959781560930177","2.5379985872063955","2.4230034737691706","2.466573296996906","2.255882594723157","2.1698666130352238","2.318675052554682","2.060519575825435","1.6727763287787771","1.994862086054587","1.7490729562253762","1.813201412868456"
"INTL.47-34-GMB-TBTUUSDPP.A","        Gambia, The","0","0","0","0","0","0","0","0","1.3534625988273485","1.2746716368294244","1.2367114403369441","1.1937757536484135","1.1578737043965073","1.2100960704121526","1.3925796624952977","1.2771959839697247","1.2527912053497885","1.1910531124906152","1.2281197024883082","1.1542530658981505","1.4377355082113923","1.48027441561008","1.5235281945667771","1.4255903884184815","1.4053258511744642","1.4523555509974586","1.587152004647202","1.5959734505708216","1.5604684535196693","1.5703137218635812","1.617381856809016","1.8505358757734376","1.7149729868502877","1.6591446633303408","1.8609906688229803","1.8305677659621193","1.8102338340705406","1.756691564656222","1.6492765483000333","1.5835801844581758","1.503274138145661","1.2638649776777109","1.242367613722024"
"INTL.47-34-GEO-TBTUUSDPP.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","12.791014822049476","9.944269107409378","7.778269238165844","8.20888241920937","7.520666565284348","7.106667070162501","6.891069432531614","6.392506441913843","5.236257195711714","4.534424429337873","5.040848143443023","3.8473274135734554","3.9612770224612013","4.272073300400757","3.6180456837610566","3.995737173404496","3.8255344811867906","4.041927810992311","3.837027795801399","3.4518187960155986","3.5305443020099223","3.7591437185801295","3.8129040566873917","3.998326461832797","4.059310869650598","3.8390138037767563","3.6557544658642986","3.6738940344925624","3.74467554296763","3.673307757308069","3.4044816659694352"
"INTL.47-34-DEU-TBTUUSDPP.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","5.2416795218752","5.054942448883359","5.072043139641387","4.87876657845402","4.899583483321033","4.91952063333772","4.759772963610946","4.650844924899826","4.4642777671982","4.323795845335294","4.328277416438733","4.262502830292987","4.280819604660208","4.252980562442158","4.144507381277768","4.049670009085008","3.7579977271662797","3.8084600296357034","3.7875698847338963","3.831331942266263","3.5023698766579496","3.5055066450625327","3.5406130837468206","3.3346452725323332","3.2995843882531766","3.252125362998873","3.2355585244756706","3.099603534996119","2.9452293138898895","2.783662757177557","2.8564503538125483","2.639402835541125"
"INTL.47-34-DDR-TBTUUSDPP.A","        Germany, East","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.47-34-DEUW-TBTUUSDPP.A","        Germany, West","0","0","0","0","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.47-34-GHA-TBTUUSDPP.A","        Ghana","0","0","0","0","0","0","0","0","1.6859616135682876","1.7793823386482024","1.5691608233341818","1.5105462616768366","1.6080571575660914","1.5460609421257954","1.5977923644540935","1.5752776138240783","1.562534362134731","1.4494110259359847","1.273523224984329","1.4185736132564049","1.659650748066511","1.5952143511370822","1.5183898248849852","1.3967751217841047","1.5057949483933748","1.4449433942292416","1.3759564653854461","1.3698342074470709","1.3540016457999418","1.5114286432145743","1.4495066227946565","1.6687022241015883","1.5565712244283596","1.47546114640621","1.4569998472225614","1.6994097993735524","1.680238882038611","1.5523051457935875","1.7046270115522681","1.6204461651413673","1.865610512637202","1.8547042329008903","1.9044594169715827"
"INTL.47-34-GIB-TBTUUSDPP.A","        Gibraltar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.47-34-GRC-TBTUUSDPP.A","        Greece","3.256191010973945","3.2692996400939984","3.2087157191334534","3.342104881271314","3.338187460203583","3.4441324210224957","3.513585527987745","3.8906204468200807","3.9781616980253993","4.015542034395588","4.178663515160818","4.082365640965623","4.227824099426697","4.316979599058605","4.358503601533151","4.397148641730283","4.439422537548675","4.291013675099744","4.38844198100528","4.264880500268215","4.351078154699996","4.2743569226221405","4.153615257490736","4.100204151055105","3.9118337465156587","3.894816682735474","3.7773067127705424","3.7650067481879486","3.6940464737386702","3.6336423655491696","3.6298915023268874","3.9796707229025996","3.948285595046419","3.73915630464604","3.6228170707558958","3.621856582143441","3.584124619677761","3.7364879762362007","3.6406540856542264","3.55925839681479","3.320275354613306","3.2221877575498157","3.141274027102771"
